Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Automation Test Key),Custom field (Branch),Custom field (Build Version),Custom field (Component/s),Custom field (Defects),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Fix Version/s),Custom field (Flagged),Custom field (HH Options),Custom field (Location),Custom field (Original story points),Custom field (Parent Link),Custom field (Preconditions),Custom field (QA person),Custom field (Rank),Custom field (Requirement),Sprint,Custom field (Steps),Custom field (Steps Progress),Custom field (Story Points),Custom field (TC Group),Custom field (TC Group Name),Custom field (TC Status),Custom field (TC Template),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Plan Iteration),Custom field (Version 1.0),Custom field (Version app),Custom field (Work Price),Comment
"Перевірити, що option button ""Ascending"" у групі Sort Order сортує порядок списку за зростанням",TESPG177-607,190287,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Trivial,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:52 PM,11/Apr/26 1:23 AM,10/Sep/26 12:29 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує список із кількома елементами

*Steps to Reproduce:*
# Додати кілька елементів до списку
# Обрати option button “Ascending”
# Перевірити порядок елементів у списку

*Expected Result:*
Option button “Ascending” сортує список за зростанням.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:52 PM;b.kotkov_g177;зображення_2026-04-10_155224347.png;https://bt.qacloud.cc/secure/attachment/117902/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_155224347.png",,,,,,,,,,,,,,,,,,,,"1|i0geb1:",,,,,,,,,,,,,,,,,
"Перевірити, що в групі Sort Order можна вибрати тільки один option button одночасно",TESPG177-606,190286,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Trivial,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:46 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Знайти групу “Sort Order”
# Обрати option button “Ascending”
# Обрати option button “Descending”
# Перевірити стан option button “Ascending”

*Expected Result:*
У групі “Sort Order” одночасно може бути обраний лише один option button. При виборі “Descending” попередній вибір “Ascending” скасовується.
",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:46 PM;b.kotkov_g177;ListBoxer - Untitled 2026-04-10 15-44-52.mp4;https://bt.qacloud.cc/secure/attachment/117901/ListBoxer+-+Untitled+2026-04-10+15-44-52.mp4",,,,,,,,,,,,,,,,,,,,"1|i0geat:",,,,,,,,,,,,,,,,,
"Перевірити наявність option button ""Descending"" у групі Sort Order",TESPG177-605,190285,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Minor,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:42 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Знайти групу “Sort Order”
# Перевірити наявність option button “Descending”

*Expected Result:*
У групі “Sort Order” присутній option button “Descending”.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:42 PM;b.kotkov_g177;зображення_2026-04-10_154231858.png;https://bt.qacloud.cc/secure/attachment/117900/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_154231858.png",,,,,,,,,,,,,,,,,,,,"1|i0geal:",,,,,,,,,,,,,,,,,
"Перевірити наявність option button ""Ascending"" у групі Sort Order",TESPG177-604,190284,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Minor,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:40 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Знайти групу “Sort Order”
# Перевірити наявність option button “Ascending”

*Expected Result:*
У групі “Sort Order” присутній option button “Ascending”.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:40 PM;b.kotkov_g177;зображення_2026-04-10_154017932.png;https://bt.qacloud.cc/secure/attachment/117899/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_154017932.png",,,,,,,,,,,,,,,,,,,,"1|i0gead:",,,,,,,,,,,,,,,,,
Перевірити наявність групи Sort Order,TESPG177-603,190283,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Trivial,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:38 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*

# Переглянути інтерфейс користувача

*Expected Result:*
У інтерфейсі присутня група “Sort Order”.

 ",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:38 PM;b.kotkov_g177;зображення_2026-04-10_153805197.png;https://bt.qacloud.cc/secure/attachment/117898/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_153805197.png",,,,,,,,,,,,,,,,,,,,"1|i0gea5:",,,,,,,,,,,,,,,,,
Натиснути на кнопку Add to List,TESPG177-602,190282,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:34 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Ввести значення у поле вводу
# Натиснути кнопку “Add to List”

*Expected Result:*
Введене значення додається до списку.
",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:33 PM;b.kotkov_g177;зображення_2026-04-10_153359030.png;https://bt.qacloud.cc/secure/attachment/117897/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_153359030.png","10/Apr/26 4:34 PM;b.kotkov_g177;зображення_2026-04-10_153407027.png;https://bt.qacloud.cc/secure/attachment/117896/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_153407027.png",,,,,,,,,,,,,,,,,,,"1|i0ge9x:",,,,,,,,,,,,,,,,,
Перевірити коректність назви кнопки Add to List,TESPG177-601,190281,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Minor,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:30 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Знайти кнопку додавання елемента до списку
# Перевірити текст на кнопці

*Expected Result:*
Назва кнопки відображається як “Add to List”.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:30 PM;b.kotkov_g177;зображення_2026-04-10_153024027.png;https://bt.qacloud.cc/secure/attachment/117895/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_153024027.png",,,,,,,,,,,,,,,,,,,,"1|i0ge9p:",,,,,,,,,,,,,,,,,
Перевірити наявність кнопки Add to List,TESPG177-600,190280,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Trivial,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:20 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
 # Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
 # Відкрити додаток List Boxer 1.98
 # Переглянути інтерфейс користувача

*Expected Result:*
У інтерфейсі присутня кнопка “Add to List”.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:21 PM;b.kotkov_g177;зображення_2026-04-10_152109840.png;https://bt.qacloud.cc/secure/attachment/117894/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_152109840.png",,,,,,,,,,,,,,,,,,,,"1|i0ge9h:",,,,,,,,,,,,,,,,,
"Перевірити, що кнопка Clear List не доступна для натискання коли у списку немає записів",TESPG177-599,190279,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Minor,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:19 PM,11/Apr/26 1:23 AM,12/Sep/26 10:11 PM,11/Apr/26 1:23 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Список порожній

*Steps to Reproduce:*
# Переконатися, що список не містить елементів
# Перевірити стан кнопки “Clear List”

*Expected Result:*
Не вказано",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:18 PM;b.kotkov_g177;зображення_2026-04-10_151851933.png;https://bt.qacloud.cc/secure/attachment/117893/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_151851933.png",,,,,,,,,,,,,,,,,,,,"1|i0ge99:",,,,,,,,,,,,,,,,,
"Перевірити, що кнопка Clear List видаляє всю введену інформацію",TESPG177-598,190278,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:16 PM,11/Apr/26 1:22 AM,12/Sep/26 10:11 PM,11/Apr/26 1:22 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує список з кількома елементами

*Steps to Reproduce:*
# Додати кілька елементів до списку
# Натиснути кнопку “Clear List”
# Перевірити стан списку

*Expected Result:*
Кнопка “Clear List” видаляє всю введену інформацію зі списку.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:15 PM;b.kotkov_g177;зображення_2026-04-10_151548750.png;https://bt.qacloud.cc/secure/attachment/117892/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_151548750.png","10/Apr/26 4:16 PM;b.kotkov_g177;зображення_2026-04-10_151627861.png;https://bt.qacloud.cc/secure/attachment/117891/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_151627861.png",,,,,,,,,,,,,,,,,,,"1|i0ge91:",,,,,,,,,,,,,,,,,
Натиснути на кнопку Clear List,TESPG177-597,190277,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:12 PM,11/Apr/26 1:22 AM,12/Sep/26 10:11 PM,11/Apr/26 1:22 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує список з елементами

*Steps to Reproduce:*
# Переконатися, що список містить елементи
# Натиснути кнопку “Clear List”

*Expected Result:*
Уся введена інформація у списку видаляється.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:12 PM;b.kotkov_g177;зображення_2026-04-10_151217798.png;https://bt.qacloud.cc/secure/attachment/117890/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_151217798.png","10/Apr/26 4:12 PM;b.kotkov_g177;зображення_2026-04-10_151247843.png;https://bt.qacloud.cc/secure/attachment/117889/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_151247843.png",,,,,,,,,,,,,,,,,,,"1|i0ge8t:",,,,,,,,,,,,,,,,,
Перевірити коректність назви кнопки Clear List,TESPG177-596,190276,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Minor,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:09 PM,11/Apr/26 1:22 AM,12/Sep/26 10:11 PM,11/Apr/26 1:22 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Знайти кнопку очищення списку
# Перевірити текст на кнопці

*Expected Result:*
Назва кнопки відображається як “Clear List”.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:09 PM;b.kotkov_g177;зображення_2026-04-10_150948529.png;https://bt.qacloud.cc/secure/attachment/117888/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_150948529.png",,,,,,,,,,,,,,,,,,,,"1|i0ge8l:",,,,,,,,,,,,,,,,,
Перевірити наявність кнопки Clear List,TESPG177-595,190275,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Trivial,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:03 PM,11/Apr/26 1:21 AM,12/Sep/26 10:11 PM,11/Apr/26 1:21 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений

*Steps to Reproduce:*
# Переглянути інтерфейс користувача

*Expected Result:*
У інтерфейсі присутня кнопка “Clear List”.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:03 PM;b.kotkov_g177;зображення_2026-04-10_150345719.png;https://bt.qacloud.cc/secure/attachment/117887/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_150345719.png",,,,,,,,,,,,,,,,,,,,"1|i0ge8d:",,,,,,,,,,,,,,,,,
"Перевірити, що після видалення список більше недоступний користувачу",TESPG177-594,190274,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 4:02 PM,11/Apr/26 1:21 AM,12/Sep/26 10:11 PM,11/Apr/26 1:21 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує створений або відкритий список

*Steps to Reproduce:*
# Переконатися, що список містить елементи
# Виконати видалення списку (наприклад, через кнопку “Clear List”)
# Перевірити відображення списку

*Expected Result:*
Після видалення список більше не містить даних і недоступний для перегляду.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 4:01 PM;b.kotkov_g177;зображення_2026-04-10_150104186.png;https://bt.qacloud.cc/secure/attachment/117886/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_150104186.png","10/Apr/26 4:01 PM;b.kotkov_g177;зображення_2026-04-10_150140133.png;https://bt.qacloud.cc/secure/attachment/117885/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_150140133.png",,,,,,,,,,,,,,,,,,,"1|i0ge85:",,,,,,,,,,,,,,,,,
Перевірити можливість видалення списку,TESPG177-593,190273,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 3:59 PM,11/Apr/26 1:21 AM,12/Sep/26 10:11 PM,11/Apr/26 1:21 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує створений або відкритий список

*Steps to Reproduce:*
# Переконатися, що список містить елементи
# Виконати видалення списку (через кнопку “Clear List”)
# Перевірити стан списку

*Expected Result:*
Список видаляється (очищається) з додатку.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 3:58 PM;b.kotkov_g177;зображення_2026-04-10_145850666.png;https://bt.qacloud.cc/secure/attachment/117884/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_145850666.png","10/Apr/26 3:59 PM;b.kotkov_g177;зображення_2026-04-10_145909092.png;https://bt.qacloud.cc/secure/attachment/117883/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_145909092.png",,,,,,,,,,,,,,,,,,,"1|i0ge7x:",,,,,,,,,,,,,,,,,
"Перевірити, що після відкриття список містить коректні збережені дані",TESPG177-592,190272,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 3:55 PM,14/Apr/26 11:13 PM,12/Sep/26 10:11 PM,14/Apr/26 11:13 PM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує збережений файл списку з відомими даними

*Steps to Reproduce:*
# Викликати команду відкриття файлу (наприклад, через меню або Ctrl+O)
# Обрати раніше збережений файл списку
# Підтвердити відкриття
# Перевірити вміст списку

*Expected Result:*
Після відкриття список містить коректні збережені дані.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"11/Apr/26 12:55 PM;b.kotkov_g177;2026-04-11 11-55-13.mp4;https://bt.qacloud.cc/secure/attachment/117968/2026-04-11+11-55-13.mp4","11/Apr/26 12:55 PM;b.kotkov_g177;зображення_2026-04-11_115501743.png;https://bt.qacloud.cc/secure/attachment/117967/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-11_115501743.png",,,,,,,,,,,,,,,,,,,"1|i0ge7p:",,,,,,,,,,,,,,,,,
"Перевірити, що збережений список можна відкрити повторно ",TESPG177-591,190271,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 3:49 PM,11/Apr/26 1:21 AM,12/Sep/26 10:11 PM,11/Apr/26 1:21 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує збережений файл списку на диску

*Steps to Reproduce:*
# Викликати команду відкриття файлу (наприклад, через меню або Ctrl+O)
# Обрати раніше збережений файл списку
# Підтвердити відкриття

*Expected Result:*
Збережений список успішно відкривається у додатку",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 3:48 PM;b.kotkov_g177;зображення_2026-04-10_144800998.png;https://bt.qacloud.cc/secure/attachment/117878/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144800998.png","10/Apr/26 3:48 PM;b.kotkov_g177;зображення_2026-04-10_144824460.png;https://bt.qacloud.cc/secure/attachment/117877/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144824460.png","10/Apr/26 3:49 PM;b.kotkov_g177;зображення_2026-04-10_144908084.png;https://bt.qacloud.cc/secure/attachment/117876/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144908084.png",,,,,,,,,,,,,,,,,,"1|i0ge7h:",,,,,,,,,,,,,,,,,
Перевірити поведінку програми при повторному збереженні зміненого списку,TESPG177-590,190270,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,10/Apr/26 3:43 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує збережений список

*Steps to Reproduce:*
# Відкрити раніше збережений список
# Додати новий елемент до списку через “Add to List” або ENTER
# Виконати повторне збереження списку (наприклад, через меню або Ctrl+S)

*Expected Result:*
Не вказано
",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"10/Apr/26 3:40 PM;b.kotkov_g177;зображення_2026-04-10_144031429.png;https://bt.qacloud.cc/secure/attachment/117875/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144031429.png","10/Apr/26 3:41 PM;b.kotkov_g177;зображення_2026-04-10_144104944.png;https://bt.qacloud.cc/secure/attachment/117874/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144104944.png","10/Apr/26 3:41 PM;b.kotkov_g177;зображення_2026-04-10_144129431.png;https://bt.qacloud.cc/secure/attachment/117873/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144129431.png","10/Apr/26 3:42 PM;b.kotkov_g177;зображення_2026-04-10_144210300.png;https://bt.qacloud.cc/secure/attachment/117872/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144210300.png","10/Apr/26 3:43 PM;b.kotkov_g177;зображення_2026-04-10_144300922.png;https://bt.qacloud.cc/secure/attachment/117871/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-10_144300922.png",,,,,,,,,,,,,,,,"1|i0ge79:",,,,,,,,,,,,,,,,,
Перевірити поведінку програми при спробі зберегти порожній список,TESPG177-571,190251,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Minor,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 10:11 PM,14/Apr/26 11:14 PM,12/Sep/26 10:11 PM,14/Apr/26 11:14 PM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Список порожній

*Steps to Reproduce:*
# Переконатися, що список не містить елементів
# Виконати збереження списку (наприклад, через меню або Ctrl+S)
# Обрати місце збереження та підтвердити

*Expected Result:*
Згідно вимог нічого не вказано, але якщо схилятись до логіки то зберігати у файлі порожній список є нелогічно",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 10:11 PM;b.kotkov_g177;зображення_2026-04-09_211134487.png;https://bt.qacloud.cc/secure/attachment/117865/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_211134487.png","09/Apr/26 10:11 PM;b.kotkov_g177;зображення_2026-04-09_211146397.png;https://bt.qacloud.cc/secure/attachment/117864/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_211146397.png",,,,,,,,,,,,,,,,,,,"1|i0ge31:",,,,,,,,,,,,,,,,,
"Перевірити, що після відкриття список містить коректні збережені дані",TESPG177-569,190249,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:56 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує збережений файл списку з відомими даними

*Steps to Reproduce:*
# Викликати команду відкриття файлу (наприклад, через меню або Ctrl+O)
# Обрати раніше збережений файл списку
# Підтвердити відкриття
# Перевірити вміст списку

*Expected Result:*
Після відкриття список містить коректні дані, що були збережені раніше. ",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:53 PM;b.kotkov_g177;зображення_2026-04-09_205335236.png;https://bt.qacloud.cc/secure/attachment/117863/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_205335236.png","09/Apr/26 9:54 PM;b.kotkov_g177;зображення_2026-04-09_205434434.png;https://bt.qacloud.cc/secure/attachment/117862/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_205434434.png","09/Apr/26 9:56 PM;b.kotkov_g177;зображення_2026-04-09_205613361.png;https://bt.qacloud.cc/secure/attachment/117861/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_205613361.png",,,,,,,,,,,,,,,,,,"1|i0ge2l:",,,,,,,,,,,,,,,,,
"Перевірити, що збережений список можна відкрити повторно ",TESPG177-568,190248,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:49 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує збережений файл списку на диску

*Steps to Reproduce:*
# Викликати команду відкриття файлу (наприклад, через меню або Ctrl+O)
# Обрати раніше збережений файл списку
# Підтвердити відкриття

*Expected Result:*
Збережений список успішно відкривається та відображається у додатку. ",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:46 PM;b.kotkov_g177;зображення_2026-04-09_204645286.png;https://bt.qacloud.cc/secure/attachment/117860/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_204645286.png","09/Apr/26 9:47 PM;b.kotkov_g177;зображення_2026-04-09_204758926.png;https://bt.qacloud.cc/secure/attachment/117859/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_204758926.png","09/Apr/26 9:49 PM;b.kotkov_g177;зображення_2026-04-09_204901623.png;https://bt.qacloud.cc/secure/attachment/117858/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_204901623.png",,,,,,,,,,,,,,,,,,"1|i0ge2d:",,,,,,,,,,,,,,,,,
